"","club","sofifa_id","player_url","short_name","long_name","age","dob","height_cm","weight_kg","nationality","overall","potential","value_eur","wage_eur","player_positions","preferred_foot","international_reputation","weak_foot","skill_moves","work_rate","body_type","real_face","release_clause_eur","player_tags","team_position","team_jersey_number","loaned_from","joined","contract_valid_until","nation_position","nation_jersey_number","pace","shooting","passing","dribbling","defending","physic","gk_diving","gk_handling","gk_kicking","gk_reflexes","gk_speed","gk_positioning","player_traits","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","league","country","player_positions.first","player_positions.class"
"3793","Valencia CF",199987,"https://sofifa.com/player/199987/jasper-cillessen/20/159586","J. Cillessen","Jasper Cillessen",30,"1989-04-22",185,83,"Netherlands",83,84,20000000,39000,"GK","Right",3,3,1,"Medium/Medium","Lean","No",43500000,"","GK",13,"","2019-07-01",2023,"GK",1,NA,NA,NA,NA,NA,NA,82,83,78,83,52,81,"Acrobatic Clearance",17,10,12,50,19,12,10,10,35,32,54,50,48,80,50,59,71,40,67,15,25,25,11,60,21,61,18,12,11,82,83,78,81,83,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"La Liga","Spain","GK","Goal Keeper"
"3794","Valencia CF",243972,"https://sofifa.com/player/243972/jordi-sanchez-ribas/20/159586","Jordi Sánchez","Jordi Sánchez Ribas",24,"1994-11-11",190,81,"Spain",62,68,425000,5000,"ST","Right",1,3,2,"Medium/Medium","Lean","No",NA,"","RES",34,"CD Numancia","",2020,"",NA,61,62,43,56,26,58,NA,NA,NA,NA,NA,NA,"",33,67,64,55,53,57,33,32,26,55,60,61,54,58,48,62,60,56,72,53,27,15,63,49,56,49,36,17,10,10,7,12,11,13,61,61,61,55,58,58,58,55,55,55,55,53,47,47,47,53,39,37,37,37,39,37,37,37,37,37,"La Liga","Spain","ST","Forward"
"3795","Valencia CF",170481,"https://sofifa.com/player/170481/ezequiel-garay/20/159586","E. Garay","Ezequiel Marcelo Garay",32,"1986-10-10",189,90,"Argentina",83,83,16500000,48000,"CB","Right",3,3,2,"Medium/Medium","Normal","Yes",34700000,"#Strength","RCB",24,"","2016-08-31",2020,"",NA,43,60,67,62,82,81,NA,NA,NA,NA,NA,NA,"Power Free-Kick",62,51,80,72,49,60,55,74,72,70,40,45,51,77,33,80,79,66,90,64,80,83,42,63,69,77,82,83,83,14,6,13,13,14,62,62,62,59,60,60,60,59,61,61,61,60,68,68,68,60,71,76,76,76,71,72,80,80,80,72,"La Liga","Spain","CB","Defender"
"3796","Valencia CF",241461,"https://sofifa.com/player/241461/ferran-torres-garcia/20/159586","Ferrán Torres","Ferrán Torres García",19,"2000-02-29",180,72,"Spain",75,85,10500000,17000,"RM","Right",1,4,3,"High/Medium","Lean","No",24200000,"","SUB",20,"","2017-07-01",2021,"",NA,78,69,69,76,32,57,NA,NA,NA,NA,NA,NA,"Crowd Favourite",76,74,50,70,67,79,58,46,72,76,79,78,74,66,67,71,59,67,61,58,34,34,72,67,62,73,35,24,28,12,9,11,15,12,69,69,69,73,72,72,72,73,72,72,72,73,66,66,66,73,56,52,52,52,56,52,42,42,42,52,"La Liga","Spain","RM","Midfielder"
"3797","Valencia CF",239207,"https://sofifa.com/player/239207/maximiliano-gomez/20/159586","M. Gómez","Maximiliano Gómez",22,"1996-08-14",186,84,"Uruguay",80,85,20000000,40000,"ST","Right",1,3,3,"High/Low","Normal","Yes",43500000,"","SUB",22,"","2019-07-14",2024,"",NA,64,80,68,72,32,79,NA,NA,NA,NA,NA,NA,"Long Passer (CPU AI Only)",59,84,86,75,76,74,68,57,63,78,60,67,55,78,50,79,79,79,85,75,65,21,85,70,67,79,35,20,23,7,8,13,12,6,79,79,79,73,76,76,76,73,74,74,74,72,68,68,68,72,53,53,53,53,53,50,49,49,49,50,"La Liga","Spain","ST","Forward"
"3798","Valencia CF",206225,"https://sofifa.com/player/206225/denis-cheryshev/20/159586","D. Cheryshev","Denis Cheryshev",28,"1990-12-26",179,74,"Russia",79,79,12500000,41000,"LM, LW","Left",2,4,3,"High/Low","Lean","Yes",26300000,"","SUB",11,"","2019-07-12",2022,"LM",6,77,79,78,78,55,67,NA,NA,NA,NA,NA,NA,"Power Free-Kick, Beat Offside Trap, Early Crosser",86,78,58,76,69,79,76,61,79,78,76,77,73,78,72,81,75,71,67,84,62,62,75,78,64,70,47,58,55,16,7,14,7,8,75,75,75,78,77,77,77,78,77,77,77,77,75,75,75,77,69,67,67,67,69,67,61,61,61,67,"La Liga","Spain","LM","Midfielder"
"3799","Valencia CF",190531,"https://sofifa.com/player/190531/eliaquim-mangala/20/159586","E. Mangala","Eliaquim Mangala",28,"1991-02-13",187,84,"France",76,78,8000000,30000,"CB","Left",2,4,2,"Medium/High","Normal","Yes",17400000,"#Strength","SUB",25,"","2019-08-12",2021,"",NA,61,42,53,51,74,79,NA,NA,NA,NA,NA,NA,"Injury Prone, Long Passer (CPU AI Only)",53,27,77,58,44,46,47,48,56,52,57,64,61,62,59,67,85,55,87,48,88,71,39,47,48,58,70,78,78,10,13,6,10,14,52,52,52,49,49,49,49,49,50,50,50,51,54,54,54,51,62,65,65,65,62,65,74,74,74,65,"La Liga","Spain","CB","Defender"
"3800","Valencia CF",201305,"https://sofifa.com/player/201305/gabriel-armando-de-abreu/20/159586","Gabriel Paulista","Gabriel Armando de Abreu",28,"1990-11-26",187,79,"Brazil",82,83,21500000,46000,"CB","Right",2,2,2,"Low/High","Lean","Yes",46800000,"","LCB",5,"","2017-08-18",2022,"",NA,71,49,69,65,83,81,NA,NA,NA,NA,NA,NA,"Injury Prone",67,42,81,76,48,60,57,46,71,69,72,70,67,81,66,61,80,77,82,50,85,82,51,65,51,69,83,83,82,15,6,15,15,7,62,62,62,63,63,63,63,63,64,64,64,66,69,69,69,66,76,78,78,78,76,77,81,81,81,77,"La Liga","Spain","CB","Defender"
"3801","Valencia CF",193171,"https://sofifa.com/player/193171/jaume-vicent-costa-jorda/20/159586","Jaume Costa","Jaume Vicent Costa Jordá",31,"1988-03-18",171,62,"Spain",78,78,7500000,33000,"LB","Left",1,3,3,"High/High","Lean","Yes",NA,"","SUB",3,"Villarreal CF","",2020,"",NA,76,61,71,73,78,71,NA,NA,NA,NA,NA,NA,"",80,57,70,79,38,69,67,59,65,79,77,76,72,69,76,75,71,66,67,64,85,80,66,57,56,69,78,78,79,10,11,16,10,14,68,68,68,70,69,69,69,70,69,69,69,71,70,70,70,71,76,74,74,74,76,76,76,76,76,76,"La Liga","Spain","LB","Defender"
"3802","Valencia CF",234153,"https://sofifa.com/player/234153/carlos-soler-barragan/20/159586","Carlos Soler","Carlos Soler Barragán",22,"1997-01-02",180,76,"Spain",80,87,21000000,36000,"RM, CM","Right",1,4,3,"Medium/Medium","Lean","Yes",48300000,"","RM",8,"","2015-07-01",2021,"",NA,77,74,81,78,62,68,NA,NA,NA,NA,NA,NA,"Dives Into Tackles (CPU AI Only)",81,74,56,84,66,78,69,82,78,80,75,78,74,80,72,77,57,74,68,73,65,68,76,83,73,76,60,65,56,6,14,7,13,11,74,74,74,78,77,77,77,78,79,79,79,78,78,78,78,78,72,72,72,72,72,70,65,65,65,70,"La Liga","Spain","RM","Midfielder"
"3803","Valencia CF",241179,"https://sofifa.com/player/241179/cristian-rivero-sabater/20/159586","Cristian Rivero","Cristian Rivero Sabater",21,"1998-03-21",188,75,"Spain",67,77,975000,5000,"GK","Right",1,3,1,"Medium/Medium","Lean","No",2200000,"","RES",28,"","2017-07-01",2020,"",NA,NA,NA,NA,NA,NA,NA,71,60,62,73,27,62,"",14,7,10,22,9,8,11,14,23,17,25,29,38,62,40,47,65,23,55,8,24,15,6,34,18,47,14,10,11,71,60,62,62,73,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"La Liga","Spain","GK","Goal Keeper"
"3804","Valencia CF",201939,"https://sofifa.com/player/201939/cristiano-piccini/20/159586","C. Piccini","Cristiano Piccini",26,"1992-09-26",189,79,"Italy",77,79,9500000,31000,"RB, RWB","Right",1,2,3,"Medium/High","Normal","No",20700000,"","SUB",21,"","2018-07-23",2022,"",NA,77,42,66,72,76,76,NA,NA,NA,NA,NA,NA,"Power Free-Kick",73,32,68,73,34,73,64,37,62,74,76,78,64,77,64,68,70,74,79,35,74,78,66,57,35,80,74,80,78,8,9,5,7,11,62,62,62,66,65,65,65,66,65,65,65,69,67,67,67,69,75,73,73,73,75,75,75,75,75,75,"La Liga","Spain","RB","Defender"
"3805","Valencia CF",237032,"https://sofifa.com/player/237032/javier-jimenez-garcia/20/159586","Javi Jiménez","Javier Jiménez García",22,"1997-03-11",182,74,"Spain",64,71,575000,6000,"CB","Right",1,3,2,"Medium/Medium","Normal","No",1300000,"","RES",29,"","2016-07-01",2021,"",NA,42,30,50,44,67,50,NA,NA,NA,NA,NA,NA,"",41,25,62,63,32,32,32,29,53,52,46,38,58,64,61,41,64,46,43,28,69,66,30,45,46,49,67,69,66,6,7,8,14,9,41,41,41,42,42,42,42,42,45,45,45,44,51,51,51,44,55,60,60,60,55,58,62,62,62,58,"La Liga","Spain","CB","Defender"
"3806","Valencia CF",242073,"https://sofifa.com/player/242073/joaquin-blazquez/20/159586","J. Blazquez","Joaquin Blazquez",19,"2000-01-28",192,83,"Argentina",58,78,230000,2000,"GK","Right",1,3,1,"Medium/Medium","Lean","No",NA,"","RES",42,"Club Atlético Talleres","",2020,"",NA,NA,NA,NA,NA,NA,NA,62,58,61,57,23,62,"",10,6,11,26,7,9,11,10,33,16,21,25,33,35,45,46,62,22,33,7,19,12,7,26,14,33,10,12,13,62,58,61,62,57,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"La Liga","Spain","GK","Goal Keeper"
"3807","Valencia CF",176600,"https://sofifa.com/player/176600/kevin-gameiro/20/159586","K. Gameiro","Kévin Gameiro",32,"1987-05-09",172,70,"France",81,81,14000000,48000,"ST","Right",3,4,3,"Medium/Medium","Normal","Yes",29400000,"","RS",9,"","2018-08-13",2021,"",NA,85,79,74,77,43,67,NA,NA,NA,NA,NA,NA,"Speed Dribbler (CPU AI Only)",69,80,67,79,78,76,74,70,69,78,87,84,80,81,76,82,84,71,64,73,66,38,85,75,81,80,50,33,39,6,10,8,8,6,78,78,78,78,79,79,79,78,78,78,78,77,72,72,72,77,62,60,60,60,62,59,54,54,54,59,"La Liga","Spain","ST","Forward"
"3808","Valencia CF",230578,"https://sofifa.com/player/230578/mouctar-diakhaby/20/159586","M. Diakhaby","Mouctar Diakhaby",22,"1996-12-19",192,78,"France",77,82,10500000,26000,"CB","Right",1,3,2,"Medium/Medium","Lean","No",22800000,"","SUB",12,"","2018-07-02",2023,"",NA,56,37,52,57,76,77,NA,NA,NA,NA,NA,NA,"Long Passer (CPU AI Only)",28,36,83,71,31,56,34,26,57,63,57,56,49,70,38,45,83,70,81,29,76,76,47,51,49,70,75,77,73,15,11,10,14,11,55,55,55,52,54,54,54,52,56,56,56,55,61,61,61,55,64,70,70,70,64,67,75,75,75,67,"La Liga","Spain","CB","Defender"
"3809","Valencia CF",210747,"https://sofifa.com/player/210747/salvador-ruiz-rodriguez/20/159586","Salva Ruíz","Salvador Ruíz Rodríguez",24,"1995-05-17",176,73,"Spain",68,75,1100000,10000,"LB","Left",1,3,2,"Medium/Medium","Lean","No",2600000,"","RES",26,"","2019-07-01",2023,"",NA,72,30,62,61,66,68,NA,NA,NA,NA,NA,NA,"Power Free-Kick",70,25,52,70,25,60,60,44,58,63,70,73,64,58,61,41,69,63,71,23,68,67,58,50,36,55,65,72,67,15,13,16,6,14,51,51,51,57,54,54,54,57,56,56,56,60,59,59,59,60,66,65,65,65,66,66,66,66,66,66,"La Liga","Spain","LB","Defender"
"3810","Valencia CF",201455,"https://sofifa.com/player/201455/geoffrey-kondogbia/20/159586","G. Kondogbia","Geoffrey Kondogbia",26,"1993-02-15",188,80,"Central African Rep.",81,84,21500000,45000,"CM, CDM","Left",2,2,4,"High/Medium","Lean","Yes",46800000,"#Strength","SUB",6,"","2018-07-02",2022,"",NA,69,73,76,79,78,88,NA,NA,NA,NA,NA,NA,"Beat Offside Trap, Crowd Favourite",65,69,75,83,62,79,62,56,79,82,65,73,73,83,66,86,78,82,92,80,86,78,77,79,45,84,77,80,81,15,10,10,8,10,77,77,77,76,78,78,78,76,78,78,78,76,80,80,80,76,77,81,81,81,77,77,80,80,80,77,"La Liga","Spain","CM","Midfielder"
"3811","VfB Stuttgart",232487,"https://sofifa.com/player/232487/wataru-endo/20/159586","W. Endo","<U+9060><U+85E4> <U+822A>",26,"1993-02-09",178,75,"Japan",71,74,2700000,16000,"CDM, CB, CM","Right",1,4,3,"Medium/High","Normal","No",NA,"","SUB",3,"Sint-Truidense VV","",2020,"",NA,72,60,64,67,69,72,NA,NA,NA,NA,NA,NA,"Leadership",58,59,70,71,26,67,43,46,75,70,72,72,59,70,67,67,85,70,70,65,76,71,49,57,62,71,67,71,67,9,13,7,11,5,63,63,63,64,64,64,64,64,65,65,65,65,67,67,67,65,68,70,70,70,68,68,70,70,70,68,"Bundesliga","Germany","CDM","Midfielder"
"3812","VfB Stuttgart",150418,"https://sofifa.com/player/150418/mario-gomez/20/159586","M. Gómez","Mario Gómez García",33,"1985-07-10",189,89,"Germany",76,76,4800000,29000,"ST","Right",3,4,3,"Medium/Medium","Normal","Yes",7700000,"#Strength","RS",27,"","2018-01-01",2020,"",NA,58,75,59,67,35,75,NA,NA,NA,NA,NA,NA,"",58,76,78,67,73,69,66,36,50,69,55,60,56,76,47,82,74,54,86,68,74,20,83,58,69,78,40,31,20,8,8,9,7,14,74,74,74,67,70,70,70,67,67,67,67,65,61,61,61,65,49,50,50,50,49,47,50,50,50,47,"Bundesliga","Germany","ST","Forward"
"3813","VfB Stuttgart",167431,"https://sofifa.com/player/167431/gonzalo-castro/20/159586","G. Castro","Gonzalo Castro Randon",32,"1987-06-11",172,72,"Germany",75,75,5000000,26000,"CM, CDM","Right",2,4,3,"Medium/Medium","Normal","Yes",8000000,"","LCM",8,"","2018-07-01",2021,"",NA,56,69,77,76,66,62,NA,NA,NA,NA,NA,NA,"",77,66,47,78,66,75,80,69,75,77,59,53,78,76,78,75,73,66,59,73,64,73,68,76,58,80,69,65,68,14,8,13,10,15,67,67,67,71,71,71,71,71,73,73,73,71,74,74,74,71,70,71,71,71,70,68,66,66,66,68,"Bundesliga","Germany","CM","Midfielder"
"3814","VfB Stuttgart",241689,"https://sofifa.com/player/241689/roberto-massimo/20/159586","R. Massimo","Roberto Massimo",18,"2000-10-12",185,75,"Germany",64,77,800000,2000,"RM","Right",1,5,3,"Medium/Medium","Lean","No",1800000,"","RES",30,"","2018-07-01",2022,"",NA,85,58,54,69,34,58,NA,NA,NA,NA,NA,NA,"Early Crosser, Crowd Favourite",51,60,55,63,40,70,38,32,52,67,84,85,78,58,67,62,65,56,60,55,52,26,55,53,58,48,46,24,20,12,13,8,6,9,62,62,62,64,63,63,63,64,62,62,62,63,55,55,55,63,49,46,46,46,49,47,43,43,43,47,"Bundesliga","Germany","RM","Midfielder"
"3815","VfB Stuttgart",245100,"https://sofifa.com/player/245100/maxime-awoudja/20/159586","M. Awoudja","Maxime Awoudja",21,"1998-02-02",188,86,"Germany",64,75,725000,4000,"CB","Right",1,3,2,"High/Medium","Normal","No",1300000,"","RES",17,"","2019-07-05",2022,"",NA,60,34,50,41,61,70,NA,NA,NA,NA,NA,NA,"",29,31,72,66,38,34,28,32,56,43,55,64,55,52,54,46,77,64,77,27,60,57,30,47,42,51,54,65,66,8,7,9,5,8,46,46,46,42,43,43,43,42,45,45,45,45,50,50,50,45,54,58,58,58,54,57,62,62,62,57,"Bundesliga","Germany","CB","Defender"
"3816","VfB Stuttgart",239901,"https://sofifa.com/player/239901/sasa-kalajdzic/20/159586","S. Kalajdžic","Saša Kalajdžic",21,"1997-07-07",200,76,"Austria",68,78,1500000,9000,"ST, CAM","Right",1,3,2,"Medium/Medium","Lean","No",2600000,"","RES",9,"","2019-07-05",2023,"",NA,72,64,61,65,47,66,NA,NA,NA,NA,NA,NA,"",55,70,70,65,57,64,48,47,60,69,70,74,61,64,51,64,50,65,79,61,39,42,60,68,41,65,45,46,47,7,6,13,14,15,66,66,66,65,66,66,66,65,65,65,65,65,62,62,62,65,57,56,56,56,57,56,54,54,54,56,"Bundesliga","Germany","ST","Forward"
"3817","VfB Stuttgart",210719,"https://sofifa.com/player/210719/marc-oliver-kempf/20/159586","M. Kempf","Marc-Oliver Kempf",24,"1995-01-28",186,87,"Germany",75,81,8000000,20000,"CB","Left",1,3,2,"Medium/Medium","Normal","Yes",14400000,"","RCB",4,"","2018-07-01",2022,"",NA,67,38,54,59,75,77,NA,NA,NA,NA,NA,NA,"Power Free-Kick",41,31,78,62,30,55,36,39,64,63,65,68,64,69,59,52,91,65,81,38,76,77,33,52,52,64,73,74,72,14,14,11,7,11,53,53,53,52,53,53,53,52,54,54,54,55,59,59,59,55,65,69,69,69,65,67,74,74,74,67,"Bundesliga","Germany","CB","Defender"
"3818","VfB Stuttgart",229584,"https://sofifa.com/player/229584/pascal-stenzel/20/159586","P. Stenzel","Pascal Stenzel",23,"1996-03-20",183,74,"Germany",71,75,2700000,13000,"RB, RWB, RM","Right",1,3,3,"Medium/Medium","Lean","No",NA,"","RB",15,"SC Freiburg","",2020,"",NA,63,59,70,70,70,66,NA,NA,NA,NA,NA,NA,"",72,55,59,75,39,70,63,35,69,73,61,64,63,73,65,75,64,76,59,61,70,70,58,68,49,63,72,71,68,13,11,10,11,8,63,63,63,67,66,66,66,67,67,67,67,68,70,70,70,68,71,71,71,71,71,70,68,68,68,70,"Bundesliga","Germany","RB","Defender"
"3819","VfB Stuttgart",232244,"https://sofifa.com/player/232244/santiago-ascacibar/20/159586","S. Ascacíbar","Santiago Lionel Ascacíbar",22,"1997-02-25",168,70,"Argentina",76,82,9500000,21000,"CDM, CM","Right",1,3,2,"Medium/High","Normal","Yes",17100000,"","RCM",6,"","2017-08-22",2023,"",NA,70,46,61,66,77,76,NA,NA,NA,NA,NA,NA,"Diver, Injury Prone",51,36,47,70,47,62,47,41,67,63,74,66,79,74,88,53,83,92,61,64,90,83,31,60,48,65,80,80,78,6,10,5,14,9,52,52,52,58,57,57,57,58,60,60,60,61,66,66,66,61,73,75,75,75,73,73,74,74,74,73,"Bundesliga","Germany","CDM","Midfielder"
"3820","VfB Stuttgart",239121,"https://sofifa.com/player/239121/hamadi-al-ghaddioui/20/159586","H. Al Ghaddioui","Hamadi Al Ghaddioui",28,"1990-09-22",190,92,"Morocco",69,69,1100000,14000,"ST","Right",1,3,2,"Medium/Medium","Normal","No",1700000,"#Strength","LS",34,"","2019-07-01",2021,"",NA,54,69,50,61,29,74,NA,NA,NA,NA,NA,NA,"",42,72,70,60,65,61,51,32,41,66,52,56,55,63,50,71,53,64,89,62,55,20,70,51,66,58,32,22,16,7,5,10,11,14,67,67,67,60,63,63,63,60,60,60,60,58,54,54,54,58,43,44,44,44,43,41,43,43,43,41,"Bundesliga","Germany","ST","Forward"
"3821","VfB Stuttgart",251243,"https://sofifa.com/player/251243/mateo-klimowicz/20/159586","M. Klimowicz","Mateo Klimowicz",18,"2000-07-06",179,65,"Argentina",59,75,325000,2000,"CAM, CF, ST","Right",1,3,3,"Medium/Medium","Lean","No",723000,"","SUB",31,"","2019-07-01",2024,"",NA,68,52,53,69,29,44,NA,NA,NA,NA,NA,NA,"",49,59,33,60,51,70,54,49,48,66,65,70,82,49,78,48,56,53,30,41,67,22,41,49,55,60,30,29,39,11,10,13,6,15,52,52,52,59,56,56,56,59,57,57,57,58,51,51,51,58,47,44,44,44,47,44,38,38,38,44,"Bundesliga","Germany","CAM","Midfielder"
"3822","VfB Stuttgart",235073,"https://sofifa.com/player/235073/gregor-kobel/20/159586","G. Kobel","Gregor Kobel",21,"1997-12-06",193,90,"Switzerland",72,82,4000000,9000,"GK","Right",1,2,1,"Medium/Medium","Normal","No",NA,"","GK",1,"TSG 1899 Hoffenheim","",2020,"",NA,NA,NA,NA,NA,NA,NA,73,63,68,78,26,69,"",13,10,13,35,10,21,13,12,33,30,26,26,34,72,24,51,34,21,68,10,24,14,10,55,12,50,15,15,15,73,63,68,69,78,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"Bundesliga","Germany","GK","Goal Keeper"
"3823","VfB Stuttgart",183513,"https://sofifa.com/player/183513/jens-grahl/20/159586","J. Grahl","Jens Grahl",30,"1988-09-22",192,89,"Germany",68,69,700000,8000,"GK","Right",1,2,1,"Medium/Medium","Normal","No",1200000,"","SUB",13,"","2016-07-01",2020,"",NA,NA,NA,NA,NA,NA,NA,72,62,60,73,45,65,"Giant Throw-in",19,12,13,22,11,12,11,10,20,23,41,48,44,66,43,45,58,39,79,13,33,23,13,32,21,55,20,13,12,72,62,60,65,73,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"Bundesliga","Germany","GK","Goal Keeper"
"3824","VfB Stuttgart",179696,"https://sofifa.com/player/179696/emiliano-insua/20/159586","E. Insúa","Emiliano Adrián Insúa Zapata",30,"1989-01-07",180,79,"Argentina",73,73,3200000,20000,"LB, LWB","Left",2,2,3,"High/Low","Normal","No",5100000,"","SUB",2,"","2015-07-11",2020,"",NA,66,64,71,73,71,77,NA,NA,NA,NA,NA,NA,"Dives Into Tackles (CPU AI Only)",75,49,70,74,64,74,59,68,72,74,65,66,68,74,68,85,71,77,76,76,80,76,68,64,66,72,64,74,73,11,10,9,8,16,68,68,68,69,69,69,69,69,69,69,69,70,71,71,71,70,73,73,73,73,73,72,72,72,72,72,"Bundesliga","Germany","LB","Defender"
"3825","VfB Stuttgart",252295,"https://sofifa.com/player/252295/luca-mack/20/159586","L. Mack","Luca Mack",19,"2000-05-25",186,76,"Germany",57,75,210000,2000,"CB, CDM, RB","Right",1,4,2,"Medium/Medium","Lean","No",467000,"","RES",36,"","2019-07-31",2022,"",NA,60,24,53,38,56,59,NA,NA,NA,NA,NA,NA,"",42,19,56,63,22,31,31,23,60,41,57,62,48,48,56,30,72,64,60,26,48,58,25,55,41,64,57,56,53,8,10,10,10,14,38,38,38,41,39,39,39,41,44,44,44,45,49,49,49,45,53,55,55,55,53,54,55,55,55,54,"Bundesliga","Germany","CB","Defender"
"3826","VfB Stuttgart",223603,"https://sofifa.com/player/223603/fabian-bredlow/20/159586","F. Bredlow","Fabian Bredlow",24,"1995-03-02",190,90,"Germany",69,74,1100000,8000,"GK","Left",1,4,1,"Medium/Medium","Normal","Yes",1800000,"","SUB",33,"","2019-07-01",2022,"",NA,NA,NA,NA,NA,NA,NA,71,68,60,71,38,64,"",8,5,11,17,4,14,13,14,20,23,41,36,50,71,39,45,68,20,62,7,18,11,17,28,30,41,15,12,10,71,68,60,64,71,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"Bundesliga","Germany","GK","Goal Keeper"
"3827","VfB Stuttgart",243388,"https://sofifa.com/player/243388/borna-sosa/20/159586","B. Sosa","Borna Sosa",21,"1998-01-21",186,77,"Croatia",69,80,1600000,8000,"LB","Left",1,3,3,"High/Medium","Normal","No",3000000,"","LB",24,"","2018-07-01",2023,"",NA,76,32,66,71,65,66,NA,NA,NA,NA,NA,NA,"",74,29,65,73,30,71,57,29,63,71,77,75,73,70,66,41,64,67,69,26,59,63,41,58,31,54,64,66,65,10,6,6,8,9,54,54,54,62,58,58,58,62,61,61,61,65,63,63,63,65,69,66,66,66,69,68,65,65,65,68,"Bundesliga","Germany","LB","Defender"
"3828","VfB Stuttgart",199761,"https://sofifa.com/player/199761/marcin-kaminski/20/159586","M. Kaminski","Marcin Kaminski",27,"1992-01-15",192,82,"Poland",73,75,4200000,20000,"CB","Left",1,2,2,"High/Medium","Lean","No",7000000,"","RES",35,"","2016-07-01",2023,"",NA,71,56,64,61,73,71,NA,NA,NA,NA,NA,NA,"Long Throw-in, Leadership",55,53,70,72,44,59,52,54,75,66,65,75,56,72,58,68,77,61,77,60,65,73,62,56,34,60,76,71,71,9,10,7,6,10,64,64,64,62,63,63,63,62,63,63,63,63,66,66,66,63,67,70,70,70,67,69,72,72,72,69,"Bundesliga","Germany","CB","Defender"
"3829","VfB Stuttgart",252237,"https://sofifa.com/player/252237/david-grozinger/20/159586","D. Grözinger","David Grözinger",20,"1999-04-08",181,75,"Germany",58,71,230000,3000,"LB, CDM","Left",1,2,2,"Medium/Medium","Normal","No",512000,"","SUB",38,"","2019-07-26",2023,"",NA,62,30,51,46,59,56,NA,NA,NA,NA,NA,NA,"",50,28,43,57,28,41,32,27,49,43,63,62,62,60,63,31,58,59,59,29,43,59,39,54,34,38,60,62,60,11,10,14,12,6,42,42,42,47,45,45,45,47,47,47,47,49,50,50,50,49,56,55,55,55,56,57,56,56,56,57,"Bundesliga","Germany","LB","Defender"
